Burma Family Adventure,12,"You could wait in long lines at Disney World with multitudes of other hot, cranky families – or you could take your brood on an actual adventure to Burma (also known as Myanmar). Over a span of 12 days, this country of ancient civilizations will be revealed, giving your children a unique look at an emerging world destination. Add in some biking and hiking in order to visit different areas and you’ve got the perfect avenue to immerse your family in a dynamic new – yet old – culture.","[""Family"", ""Family"", ""Standard"", ""4"", ""New Trips"", ""Small Group""]",Yangon,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2014/ABFA.png,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/burma-myanmar/ABCB/ABCB.jpg,"[[""MM"", ""Myanmar""]]"
Best of China,12,"From cosmopolitan cities to ancient capitals and surreal rural scenery, China’s stunning diversity offers adventurous visitors to the Middle Kingdom a chance to explore both its modern allure and ancient past. A rapidly changing country, now is the time to discover its cultural and historical diversity — and do it with a bit of style! Our experienced CEO will lead the way and eliminate the hassle so you're free to explore China's urban and rural highlights and discover something special.","[""Photography"", ""Wildlife/Nature"", ""Culture/History"", ""Classic"", ""Upgraded"", ""2"", ""Small Group""]",Beijing,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/ACBC.jpg,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/china/ACBC/ACBC.jpg,"[[""CN"", ""China""]]"
China Adventure,15,"Explore a side of China you never knew existed on this eye-opening bike-based adventure. Using rural roads that wind through tiny villages and past seemingly endless rice fields, you’ll get a full dose of this land’s truly incredible history, culture and geography. On two wheels, you’ll tour the imperial tombs and palaces of the walled city of Xi’an, study curious limestome karst formations, navigate the busy streets of Beijing and relax, secure in the knowledge that your downtime is rightly earned.","[""Photography"", ""Wildlife/Nature"", ""Trekking/Hiking"", ""Cycling"", ""Culture/History"", ""Active"", ""Basic"", ""3"", ""Merchandising"", ""New Trips"", ""Small Group""]",Beijing,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/ACBH.jpg,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/china/ACBH/ACBH.jpg,"[[""HK"", ""Hong Kong""], [""CN"", ""China""]]"
Beijing to Shanghai Adventure,8,"China can be intimidating, what with its Great Wall, Forbidden City and army of Terracotta Warriors. This 8-day trip will wipe away any worries—you'll have an expert CEO leading the way and you'll hit the highlights in the company of other young travellers. Get a mix of modern and historic with plenty of time to enjoy the nightlife. Best of all, you're in control—see the sights you like and skip the ones you don't—so it's an adventure you'll never forget.","[""Culture/History"", ""Yolo"", ""Basic"", ""2"", ""Small Group""]",Beijing,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2013/ACBI.png,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/china/ACBK/ACBK_banner_china_beijing_palace_of_heaven.jpg,"[[""CN"", ""China""]]"
Beijing to Hong Kong Express,10,"Stand face to face with the Terracotta Warriors and marvel at the Temple of Heaven and other national treasures on this ten-day showcase of four diverse yet defining pieces of the Middle Kingdom. From the Forbidden City to the power of the Great Wall, head south through spectacular karst scenery to the bright lights of Hong Kong. Discover China's natural and cultural highlights with the perfect combination of included activities and free time to explore.","[""Chill Out"", ""Culture/History"", ""Classic"", ""Standard"", ""2"", ""Small Group""]",Beijing,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/ACBK.jpg,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/china/ACBK/ACBK_banner_china_beijing_palace_of_heaven.jpg,"[[""HK"", ""Hong Kong""], [""CN"", ""China""]]"
Best of Yunnan,10,"China is developing faster than just about anywhere else, but after wandering the scenic highlands of Yunnan for a while, you can’t help but wonder, “What’s the rush?” This 10-day trip is ideal for travellers eager to dig into a side of China you won’t find in bustling Beijing. Hike the huge (and hugely gorgeous) Tiger Leaping Gorge, explore ancient villages and stroll the streets of the Ming-influenced old city of Dali. This is China, unfiltered.","[""Culture/History"", ""Classic"", ""Standard"", ""3"", ""New Trips"", ""Small Group""]",Kunming,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2014/ACBY_1.png,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/china/ACBY/China-Lijang-Village-Street-IS-4631598-Or-ACBY.jpg,"[[""CN"", ""China""]]"
Classic China Adventure,8,"If you’ve always been intrigued by the mysteries of the Middle Kingdom’s tremendous past and the promise of its future, then dive into the wonders of China on this exceptional tour. Walk back in time along the Great Wall, stare down the stoic Terracotta Warriors and watch acrobats fly through the Shanghai air. With your accommodation and transportation arranged by our expert guides, this adventure offers up a great combination of must-see highlights and authentic activities to engage your inner explorer. Ready? Let’s go!","[""Photography"", ""Culture/History"", ""Discovery Adventures"", ""Upgraded"", ""2"", ""Small Group""]",Beijing,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/ACCAD.jpg,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/china/ACCAD/ERRT_banner_china_great_wall_dusk.jpg,"[[""CN"", ""China""]]"
Shanghai to Beijing Express,8,"Gaze up at Shanghai's futuristic high-rises before leaping back in time to stare down an army of Terracotta Warriors and walk along the Great Wall. Get a taste of China on this fast-paced tour of the Middle Kingdom’s highlights. With the perfect blend of guided activities and free time to explore on your own, this adventure is perfect for those who want to explore the region’s delicate balance of ancient culture and modern convenience.","[""Culture/History"", ""Classic"", ""Standard"", ""2"", ""Small Group""]",Shanghai,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/ACCB.jpg,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/china/ACCB/ACCB_shanghai.jpg,"[[""CN"", ""China""]]"
"China, Yangtze and Tibet Explorer",15,"While retracing the footsteps of ancient warriors along the Great Wall, you realize you’re onto something. You want to get into the heart of the Middle Kingdom and our guides will take you ‘over the wall’. Handpicked for their expertise, they’ll bring you deep into China and walk backward in time with you to Tibet where you’ll reconnect with ancient ways long forgotten by the modern world. You'll have the chance to visit and have lunch at the village where the Terracotta warriors were unearthed, and experience exotic local cuisine. You won’t just experience China’s arts and culture, you’ll become a part of it.","[""Culture/History"", ""Comfort"", ""Upgraded"", ""2"", ""New Trips"", ""Small Group""]",Beijing,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2014/ACCE.png,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/china/ACCTD/ACCTD.jpg,"[[""CN"", ""China""]]"
Ancient Empires—Beijing to Tokyo,18,Explore two ancient nations in 18 well-packed days on this unique journey that takes you from the epic lengths of the Great Wall of China to the poetic views of Mt Fuji. You'll face an army of Terracotta Warriors for an historical encounter you won't soon forget and spend nights in a traditional Ryokan and a shukubo temple lodging for an authentic Japanese experience. Our CEOs will take you off the beaten track to reveal the cultural treasures of the region’s ancient sites.,"[""Wildlife/Nature"", ""Culture/History"", ""Classic"", ""Standard"", ""2"", ""Small Group""]",Beijing,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/ACCJ.jpg,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/china/ACCJ/ACCJ_banner_china_great_wall.jpg,"[[""JP"", ""Japan""], [""CN"", ""China""]]"
China Express,8,"Walk backwards in time along the Great Wall and stare down an army of Terracotta Warriors before leaping into the future of Shanghai's incredible high-rise towers on this fast-paced tour of China’s highlights. With the perfect blend of guided activities and free time to explore on your own, this adventure is perfect for those who want to get a taste of China in a short amount of time.","[""Culture/History"", ""Classic"", ""Standard"", ""2"", ""Small Group""]",Beijing,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/ACCR.jpg,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/china/ACCR/ACCR-great-wall-china.jpg,"[[""CN"", ""China""]]"
China & Tibet Cultural Journey,15,"While retracing the footsteps of ancient warriors along the Great Wall you realize you’re onto something. You want to get into the heart of the Middle Kingdom and our guides will take you ‘over the wall’. Handpicked for their expertise, they’ll bring you deep into China and walk backward in time with you to Tibet where you’ll reconnect with ancient ways long forgotten by the modern world. From Sichuan Opera to calligraphy classes in Xi’an, you won’t just experience China’s arts and culture, you’ll become a part of it.","[""Photography"", ""Wildlife/Nature"", ""Culture/History"", ""Discovery Adventures"", ""Upgraded"", ""2"", ""Small Group""]",Beijing,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/ACCTD.jpg,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/china/ACCTD/ACCTD.jpg,"[[""CN"", ""China""]]"
Essential China,21,"Encounter the essence of China in all its wonderful diversity—climb the Great Wall and stare down the Terracotta Warriors before heading into the south on this three-week tour of China's cultural and natural highlights. Rest your gaze on the giant Buddha of Leshan, ancient mountainside monasteries at Emei then float down the world famous Three Gorges of the Yangtze River before stepping out to experience the vibrant rural life and stunning scenery of Yangshuo. With your accommodation and transport arranged by our expert CEOs, this adventure offers up a great combination of must-see highlights and free time to explore on your own.","[""Photography"", ""Wildlife/Nature"", ""Culture/History"", ""Classic"", ""Standard"", ""3"", ""Merchandising"", ""Top Seller"", ""Small Group""]",Beijing,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/ACEC.jpg,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/china/ACEC/ACEC_banner_china_panda.jpg,"[[""HK"", ""Hong Kong""], [""CN"", ""China""]]"
China Family Adventure,14,"China is that rare place that looks to the future while embracing its past. Come see where it’s been and where it’s headed on this incredible 14-day adventure through times both ancient and modern. Starting in Beijing, you’ll stop in at the Forbidden City, the Temple of Heaven and the Great Wall before departing to Xi’an for a summit with the Terracotta Warriors. Later, enjoy three days in the rugged beauty of rural Yangshuo before winding it all up in bustling Hong Kong. In China, the future – and the past – is now.","[""Chill Out"", ""Family"", ""Culture/History"", ""Family"", ""Upgraded"", ""2"", ""Staff Picks"", ""Small Group""]",Beijing,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2013/ACFB.png,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/china/ACFA/ACFA_banner_china_girl_flower.jpg,"[[""HK"", ""Hong Kong""], [""CN"", ""China""]]"
Walk the Great Wall of China,10,"Centuries after its construction, China’s Great Wall remains one of humankind’s engineering marvels. At over 21,000km (13,048 mi) in length, the Wall is a trip in and of itself. You won’t tackle the whole thing on this ten-day trek, but you’ll return home with a deeper understanding of the life that goes on around and upon it. The Beijing-to-Beijing route will take you to small villages that have stood for centuries in the shadow of this massive tribute to human will and introduce you to the cuisine, culture and history that make this one of China’s most captivating attractions. The Wall’s been standing for centuries. Isn’t it about time you turned up?","[""Wildlife/Nature"", ""Trekking/Hiking"", ""Cycling"", ""Culture/History"", ""Active"", ""Standard"", ""4"", ""New Trips"", ""Small Group""]",Beijing,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2014/ACGA.png,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/china/ACBH/ACBH.jpg,"[[""CN"", ""China""]]"
Highlights of China,14,"Experience the towering achievements of China's rich history as you walk backwards in time along the Great Wall and reflect on its future among Shanghai’s gleaming towers. Explore the country’s great cities, magnificent architecture, Buddhist heritage, archaeological treasures while not missing the Middle Kingdom's natural wonders—float down the Yangtze River and wander among iconic limestone karts. Our expert CEOs will reveal the region’s hidden gems, taking the hassle out of travel so you can focus on experiencing all that China has to offer.","[""Chill Out"", ""Wildlife/Nature"", ""Cycling"", ""Culture/History"", ""Classic"", ""Standard"", ""2"", ""Small Group""]",Shanghai,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/ACHC.jpg,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/china/ACHC/ACHC_banner_china_lantern_festival.jpg,"[[""CN"", ""China""]]"
Tibet Encompassed,21,"From China's modern capital of Beijing travel back in time across grasslands of central China to Tibet and ‘the roof of the world’. Witness the splendour of Potala Palace, the backdrop of Everest and the majesty of remote monasteries before arriving for a hike at Asia's most sacred mountain, Mt. Kailash. This comprehensive Tibetan tour features small 4x4 vehicles to get off the beaten track, local guides and an expert CEO to lead the way. So make sure your camera’s charged and be prepared to have your breath taken away by mesmerizing Tibet.","[""Wildlife/Nature"", ""Trekking/Hiking"", ""Culture/History"", ""Classic"", ""Standard"", ""4"", ""Small Group""]",Beijing,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/ACKA.jpg,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/tibet/ACKA/ACKA_banner_tibet_prayer_wheels.jpg,"[[""NP"", ""Nepal""], [""CN"", ""China""]]"
Central Asia on the Silk Road,26,"Since opening up to travellers, China and its northwestern neighbours don’t seem quite as out-there a destination to some people – but they’re clearly not looking in the right places. This comprehensive 26-day journey from Beijing to Tashkent is one of those experiences that will stay with you for a lifetime. Picking up in the Chinese capital, you’ll visit the Uyghur province of Xinjiang, learning about the food, culture and history of this minority group. Then, we’ll leave China behind and venture into Kyrgyzstan and Uzbekistan to retrace part of the route that helped build empires: The Silk Road. From stunning snow-capped mountains to arid deserts, experience a side of Asia in a way that you’ll barely believe is real.","[""Photography"", ""Wildlife/Nature"", ""Culture/History"", ""Classic"", ""Standard"", ""2"", ""New Trips"", ""Small Group"", ""Bucket list""]",Beijing,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2014/ACKU.png,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/china/ACKU/China-Dunhuang-Mingsha-Sand-Dunes-Travellers-Rachel-Wasser-2007-IMG0701-Lg-RGB-ACKU.jpg,"[[""UZ"", ""Uzbekistan""], [""KG"", ""Kyrgyzstan""], [""CN"", ""China""]]"
Hidden China & Inner Mongolia,12,"To truly understand China, you’ve got to get out and meet it on its own terms, which is exactly what this 12-day trip through the country’s northern reaches delivers. Up here, you’ll get to the big stuff (the Great Wall, Xi’an’s Terracotta Army, Beijing) and lesser-known treasures that only the hardiest of travellers ever get to see: village life in Inner Mongolia, the amazing Yungang Buddhist Caves and the nearly 3,000-year-old city of Pingyao, to name just a few. North China: No tourists allowed!","[""Photography"", ""Wildlife/Nature"", ""Culture/History"", ""Classic"", ""Basic"", ""2"", ""New Trips"", ""Small Group""]",Beijing,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2014/ACNC.png,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/china/ACNC/China-Beijing-Cyclo-Traveller-Marc-Attit-Patel-2013-379A0764-Processed-Lg-RGB.jpg,"[[""CN"", ""China""]]"
Roam China: Hong Kong to Beijing,18,"Soak in the vibrant pulse of Hong Kong, float down the Yangtze on a Chinese-style riverboat and walk the Great Wall with other others that share your appetite for adventure. Enjoy eighteen days packed with China's major sights and out-of-the way gems with the freedom to choose those that interest you. Cycle along Xian’s ancient city walls and through the stunning rice fields and limestone karsts of Yangzhou. Explore gorgeous scenery straight out of a painting or just relax and take it all in.","[""Wildlife/Nature"", ""Culture/History"", ""Yolo"", ""Basic"", ""3"", ""Small Group""]",Hong Kong,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/ACRC.jpg,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/china/ACRC/ACRC_banner_china_mask.jpg,"[[""HK"", ""Hong Kong""], [""CN"", ""China""]]"
China on a Shoestring: Hong Kong to Beijing,18,"Soak in the vibrant pulse of Hong Kong, float down the Yangtze on a Chinese-style riverboat and walk the Great Wall with other others that share your appetite for adventure. Enjoy eighteen days packed with China's major sights and out-of-the way gems with the freedom to choose those that interest you. Cycle along Xian’s ancient city walls and through the stunning rice fields and limestone karsts of Yangzhou. Explore gorgeous scenery straight out of a painting or just relax and take it all in.","[""Wildlife/Nature"", ""Culture/History"", ""Yolo"", ""Basic"", ""3"", ""Small Group""]",Hong Kong,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2013/ACRC.png,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/china/ACRC/ACRC_banner_china_mask.jpg,"[[""HK"", ""Hong Kong""], [""CN"", ""China""]]"
Roam China—Beijing to Hong Kong,18,"For ambitious travellers on a tight budget who are after an experience full of the very best this country has to offer, this tour showcases the scenic wonders without missing its most famous cities and sites. See the future in Shanghai then walk back in time along the Great Wall. Our licensed CEOs will help you dig deeper into the very best of China. Offering a great deal of flexibility, our optional activities allow you to go beyond the highlights.","[""Wildlife/Nature"", ""Culture/History"", ""Yolo"", ""Basic"", ""3"", ""Small Group""]",Beijing,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/ACRG.jpg,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/china/ACRG/ACRG_banner_china_zhouzong_canals.jpg,"[[""HK"", ""Hong Kong""], [""CN"", ""China""]]"
China on a Shoestring—Beijing to Hong Kong,18,"For ambitious travellers on a tight budget who are after an experience full of the very best this country has to offer, this tour showcases the scenic wonders without missing its most famous cities and sites. Walk back in time along the Great Wall then see the future in Shanghai. Our CEOs will help you dig deeper into the very best of China. Offering a great deal of flexibility, our optional activities allow you to go beyond the highlights.","[""Wildlife/Nature"", ""Culture/History"", ""Yolo"", ""Basic"", ""3"", ""Top Seller"", ""Small Group""]",Beijing,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2013/ACRG.png,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/china/ACRC/ACRC_banner_china_mask.jpg,"[[""HK"", ""Hong Kong""], [""CN"", ""China""]]"
Budget China: Beijing to Hong Kong,18,"For ambitious travellers on a tight budget who are after an experience full of the very best this country has to offer, this tour showcases the scenic wonders without missing its most famous cities and sites. Walk back in time along the Great Wall then see the future in Shanghai. Our CEOs will help you dig deeper into the very best of China. Offering a great deal of flexibility, our optional activities allow you to go beyond the highlights.","[""Wildlife/Nature"", ""Culture/History"", ""Yolo"", ""Basic"", ""3"", ""Top Seller"", ""Small Group""]",Beijing,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2015/ACRG.png,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/china/ACRC/ACRC_banner_china_mask.jpg,"[[""HK"", ""Hong Kong""], [""CN"", ""China""]]"
Kailash Saga Dawa Festival,21,"Journey overland to Tibet and cross the ‘roof of the world’ to Kailash—Asia's most sacred mountain—in time for the amazing Saga Dawa Festival. You'll join pilgrims and celebrate the renewal of the Tarboche flagpole, then embark on a demanding multi-day trek around the holy mountain which is said to bring good luck to whomever completes it. Explore Lhasa and experience unparalleled vistas of Mt Everest at its base camp. Full of cultural treasures, remarkable Buddhist monasteries and the colourful markets of Kathmandu, this adventure truly is a once-in-a-lifetime experience.","[""Festivals"", ""Wildlife/Nature"", ""Trekking/Hiking"", ""Culture/History"", ""Standard"", ""4"", ""Small Group""]",Beijing,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/maps/2012/ACSF.jpg,https://gadventures.b.ssl.fastly.net/media-server/dynamic/admin/trip-banners/asia/tibet/ACSF/ACSF_banner_tibet_throwing_paper.jpg,"[[""NP"", ""Nepal""], [""CN"", ""China""]]"
